Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
5/21/21,6019,20,Fresno County,CA,33.4,333674,333655,41.2,327935,45.7,91818,73.2,97.1,420524,42.1,420184,51.9,407734,56.8,111098,88.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/21/21,6105,20,Trinity County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/21/21,6023,20,Humboldt County,CA,40.3,54680,54680,46.1,53840,49,18013,71.5,97.1,64974,47.9,64937,54.7,63356,57.6,20462,81.2,High,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/21/21,6049,20,Modoc County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/21/21,6097,20,Sonoma County,CA,49.5,244890,244846,56.5,240539,60.3,78873,77.1,97.1,297101,60.1,296679,68.5,285849,71.7,88594,86.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6093,20,Siskiyou County,CA,32.3,14079,14079,37.2,14002,40.2,6833,60,97.1,17364,39.9,17357,45.9,17109,49.2,8163,71.7,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/21/21,6053,20,Monterey County,CA,39.4,171188,171186,47.7,167198,52,42722,70.3,97.1,217671,50.1,217453,60.6,209655,65.2,50194,82.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
5/21/21,6015,20,Del Norte County,CA,24,6680,6680,27.8,6608,30.1,2852,55.7,97.1,8194,29.5,8189,34.1,8054,36.6,3332,65,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/21/21,6037,20,Los Angeles County,CA,40.9,4109945,4109718,47.7,4031661,51.1,958050,67.8,97.1,5150076,51.3,5145265,59.7,4974293,63,1120307,79.2,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
5/21/21,6057,20,Nevada County,CA,39.1,38958,38953,43.8,38372,46.3,16855,59.5,97.1,48556,48.7,48494,54.5,47021,56.8,19747,69.8,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/21/21,6109,20,Tuolumne County,CA,37.4,20375,20373,42,20236,44.6,10522,71.5,97.1,26041,47.8,26024,53.7,25774,56.9,12495,84.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6005,20,Amador County,CA,33,13136,13134,36.7,13074,38.7,6651,60.8,97.1,19704,49.6,19691,55,19399,57.5,9438,86.2,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/21/21,6041,20,Marin County,CA,62,160542,160537,70.6,155614,75,49448,83.2,97.1,187534,72.5,187029,82.2,175268,84.5,52826,88.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6043,20,Mariposa County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/21/21,6009,20,Calaveras County,CA,32.9,15093,15088,36.9,14960,39.3,7814,60.7,97.1,21843,47.6,21824,53.3,21528,56.5,10119,78.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/21/21,6055,20,Napa County,CA,51,70195,70192,58.3,68793,62.6,21303,78.4,97.1,85490,62.1,85332,70.9,81765,74.4,23637,87,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/21/21,6051,20,Mono County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/21/21,6027,20,Inyo County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/21/21,6083,20,Santa Barbara County,CA,43.3,193376,193372,50.9,189627,54.5,52202,74.4,97.1,237641,53.2,237373,62.4,229327,65.9,62157,88.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/21/21,6087,20,Santa Cruz County,CA,47,128367,128364,53.6,125150,56.5,35163,74.5,97.1,167434,61.3,167166,69.8,160150,72.4,44010,93.2,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/21/21,6013,20,Contra Costa County,CA,52.2,602163,602147,60.9,586563,65.5,156904,83.6,97.1,690246,59.8,689189,69.7,655971,73.3,169306,90.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6031,20,Kings County,CA,21.4,32659,32659,26.2,32111,28.8,7963,49.7,97.1,44067,28.8,44028,35.3,42873,38.4,9774,61,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/21/21,6025,20,Imperial County,CA,33.1,60056,60051,41.1,58729,45.3,14613,60.5,97.1,84923,46.9,84821,58,81070,62.5,19059,79,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/21/21,6073,20,San Diego County,CA,29.3,976484,976452,34.2,960409,36.6,259100,53.5,97.1,2432509,72.9,2430712,85.1,2360843,90,649733,99.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/21/21,6075,20,San Francisco County,CA,56.7,499940,499926,62.6,492774,64.6,104024,73.4,97.1,608429,69,607617,76.1,589616,77.2,118880,83.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6001,20,Alameda County,CA,51.1,853423,853372,59.1,834997,62.7,188388,78.9,97.1,1041140,62.3,1039497,72,996710,74.9,210749,88.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6079,20,San Luis Obispo County,CA,37.7,106664,106663,42.5,105310,45.1,38265,64.8,97.1,134287,47.4,134153,53.5,130283,55.8,45017,76.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/21/21,6011,20,Colusa County,CA,30.3,6539,6538,36.8,6487,41.3,2026,63,97.1,8819,40.9,8815,49.6,8676,55.2,2491,77.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/21/21,6045,20,Mendocino County,CA,42.1,36486,36472,48.9,35974,52.6,14203,70.9,97.1,43966,50.7,43901,58.8,42693,62.4,16031,80.1,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
5/21/21,6077,20,San Joaquin County,CA,29.6,225344,225277,35.8,221060,39.6,67712,67.9,97.1,343918,45.1,343553,54.7,332859,59.7,91682,91.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/21/21,6007,20,Butte County,CA,33.2,72693,72692,38.3,71789,41.1,26113,64.9,97.1,86643,39.5,86606,45.6,85021,48.6,30368,75.5,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/21/21,6111,20,Ventura County,CA,42.8,362139,362134,50.1,355077,54.2,102680,75.1,97.1,450491,53.2,450136,62.3,433813,66.2,116801,85.4,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6069,20,San Benito County,CA,34.3,21514,21514,41,21053,45,5375,65.1,97.1,27474,43.7,27454,52.3,26369,56.3,6235,75.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/21/21,6101,20,Sutter County,CA,31.7,30709,30707,38.1,30388,42.2,10314,68.3,97.1,39058,40.3,39030,48.4,38113,52.9,12182,80.7,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/21/21,6039,20,Madera County,CA,30.2,47455,47452,36.9,46454,40.7,15239,67.5,97.1,59708,38,59678,46.4,57816,50.6,18728,83,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/21/21,6067,20,Sacramento County,CA,36.9,572407,572382,43.6,562386,47.3,162504,72.3,97.1,720003,46.4,719127,54.8,692988,58.3,182531,81.2,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/21/21,6081,20,San Mateo County,CA,52.9,405669,405663,61.1,396555,64.9,99374,78.3,97.1,506391,66.1,505510,76.1,481301,78.7,112403,88.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/21/21,6003,20,Alpine County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/21/21,6071,20,San Bernardino County,CA,30.1,655296,655267,36.3,642399,39.9,170181,65.3,97.1,824887,37.8,824115,45.7,797414,49.5,199101,76.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/21/21,6033,20,Lake County,CA,35.7,22990,22989,41.6,22881,45.1,9806,66,97.1,27100,42.1,27092,49.1,26835,52.9,10863,73.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6109,20,Tuolumne County,CA,37.2,20243,20241,41.7,20110,44.4,10498,71.4,97.1,25882,47.5,25865,53.3,25626,56.5,12463,84.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6101,20,Sutter County,CA,31.4,30457,30455,37.7,30161,41.9,10292,68.2,97.1,38773,40,38747,48,37908,52.7,12162,80.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6085,20,Santa Clara County,CA,52.2,1005700,1005687,60.8,980298,64.8,212870,79.4,97.1,1256344,65.2,1254741,75.8,1200138,79.4,241645,90.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6005,20,Amador County,CA,32.9,13087,13085,36.5,13027,38.6,6645,60.7,97.1,19663,49.5,19650,54.9,19360,57.4,9428,86.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6027,20,Inyo County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/20/21,6037,20,Los Angeles County,CA,40.5,4067494,4067271,47.2,3991795,50.6,954218,67.5,97.1,5101079,50.8,5097098,59.1,4938846,62.6,1117455,79,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
5/20/21,6055,20,Napa County,CA,50.3,69247,69244,57.5,67878,61.7,21252,78.3,97.1,84712,61.5,84583,70.3,81385,74,23605,86.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/20/21,6097,20,Sonoma County,CA,49.1,242483,242439,56,238303,59.8,78734,76.9,97.1,295390,59.8,295015,68.1,284806,71.4,88515,86.5,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6039,20,Madera County,CA,30,47152,47149,36.7,46163,40.4,15205,67.4,97.1,59226,37.6,59198,46,57424,50.3,18675,82.7,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6113,20,Yolo County,CA,41.7,91999,91992,48.2,89989,51.5,21961,77,97.1,116884,53,116652,61.2,111087,63.6,26063,91.4,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/20/21,6041,20,Marin County,CA,61.7,159805,159800,70.3,154942,74.7,49391,83.1,97.1,186229,72,185787,81.7,174703,84.2,52792,88.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6025,20,Imperial County,CA,32.6,59113,59108,40.4,57834,44.6,14529,60.2,97.1,84149,46.4,84071,57.5,80614,62.2,19019,78.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6021,20,Glenn County,CA,31.1,8826,8826,37.7,8716,41.8,3207,71.6,97.1,10264,36.1,10263,43.8,10088,48.4,3625,81,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/20/21,6099,20,Stanislaus County,CA,27.9,153719,153645,33.9,150173,37.3,44542,60.3,97.1,257887,46.8,257619,56.9,250217,62.2,71991,97.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/20/21,6081,20,San Mateo County,CA,52.3,400576,400570,60.3,391984,64.1,99150,78.1,97.1,501075,65.4,500383,75.3,478640,78.3,112239,88.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6029,20,Kern County,CA,27.1,243826,243810,33.5,238713,37.2,64244,63.5,97.1,302609,33.6,302392,41.6,293069,45.7,75604,74.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/20/21,6115,20,Yuba County,CA,24,18857,18857,29.5,18684,32.7,6143,59.8,97.1,25044,31.8,25031,39.2,24589,43.1,7550,73.5,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/20/21,6079,20,San Luis Obispo County,CA,37.3,105529,105528,42.1,104248,44.6,38144,64.6,97.1,133703,47.2,133578,53.2,129834,55.6,44957,76.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/20/21,6077,20,San Joaquin County,CA,29.2,222453,222387,35.4,218391,39.2,67474,67.6,97.1,341590,44.8,341252,54.3,331189,59.4,91530,91.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/20/21,6061,20,Placer County,CA,40.5,161220,161219,47.1,158260,51,59386,74.8,97.1,195102,49,194938,56.9,188523,60.7,66797,84.1,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/20/21,6071,20,San Bernardino County,CA,29.8,649126,649098,36,636596,39.5,169689,65.1,97.1,817756,37.5,817100,45.3,792364,49.2,198693,76.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/20/21,6017,20,El Dorado County,CA,37.7,72683,72681,42.9,71757,46.4,28481,67.3,97.1,88617,46,88539,52.3,86079,55.6,31771,75.1,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/20/21,6049,20,Modoc County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/20/21,6063,20,Plumas County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/20/21,6111,20,Ventura County,CA,42.4,358877,358872,49.6,352095,53.7,102504,75,97.1,447362,52.9,447058,61.8,431708,65.9,116668,85.3,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6043,20,Mariposa County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/20/21,6075,20,San Francisco County,CA,56,493977,493963,61.9,487084,63.8,103739,73.2,97.1,602873,68.4,602176,75.5,585512,76.7,118602,83.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6065,20,Riverside County,CA,32.1,793643,793633,38.3,778750,41.9,247705,67.7,97.1,982667,39.8,982082,47.4,953154,51.3,289258,79,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6015,20,Del Norte County,CA,23.9,6645,6645,27.7,6576,29.9,2842,55.5,97.1,8155,29.3,8150,34,8016,36.5,3318,64.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/20/21,6087,20,Santa Cruz County,CA,46.3,126577,126574,52.9,123429,55.8,35098,74.3,97.1,166079,60.8,165861,69.3,159424,72,43952,93.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/20/21,6053,20,Monterey County,CA,39,169356,169354,47.2,165496,51.5,42604,70.2,97.1,215307,49.6,215160,60,208334,64.8,50101,82.5,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
5/20/21,6067,20,Sacramento County,CA,36.5,565898,565873,43.1,556294,46.8,162122,72.1,97.1,714497,46,713782,54.4,689930,58,182275,81.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/20/21,6107,20,Tulare County,CA,28.4,132308,132305,35.5,129942,40.1,35573,65.5,97.1,161030,34.5,160901,43.2,156368,48.2,40184,74,High,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6001,20,Alameda County,CA,50.4,842575,842524,58.4,824825,62,187849,78.7,97.1,1032178,61.8,1030805,71.4,991249,74.5,210412,88.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6019,20,Fresno County,CA,33.1,330668,330649,40.8,325077,45.3,90996,72.5,97.1,417353,41.8,417057,51.5,405362,56.5,110871,88.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/20/21,6073,20,San Diego County,CA,29,967676,967644,33.9,952118,36.3,258622,53.4,97.1,2422377,72.6,2420752,84.7,2353761,89.7,649284,99.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6059,20,Orange County,CA,42.1,1338519,1338455,49.1,1313742,52.8,357271,73.6,97.1,1673210,52.7,1671813,61.3,1618397,65.1,410238,84.5,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6089,20,Shasta County,CA,28.2,50838,50836,33,50357,35.6,22185,58.3,97.1,66076,36.7,66051,42.8,65017,46,28244,74.2,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6011,20,Colusa County,CA,29.9,6451,6450,36.3,6407,40.8,2016,62.7,97.1,8759,40.7,8756,49.3,8634,55,2483,77.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6009,20,Calaveras County,CA,32.7,15008,15003,36.7,14877,39.1,7800,60.6,97.1,21761,47.4,21743,53.1,21455,56.3,10099,78.5,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/20/21,6083,20,Santa Barbara County,CA,43.1,192301,192297,50.6,188585,54.2,52127,74.3,97.1,236636,53,236390,62.2,228725,65.7,62117,88.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
5/20/21,6051,20,Mono County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/20/21,6105,20,Trinity County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/20/21,6069,20,San Benito County,CA,33.7,21140,21140,40.3,20701,44.2,5355,64.9,97.1,27275,43.4,27257,52,26252,56.1,6221,75.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6091,20,Sierra County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/20/21,6045,20,Mendocino County,CA,41.9,36350,36336,48.7,35842,52.4,14182,70.8,97.1,43358,50,43301,58,42194,61.7,15952,79.7,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
5/20/21,6003,20,Alpine County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/20/21,UNK,20,Unknown County,CA,0,485859,485743,0,481383,0,117150,0,97.1,741968,0,741067,0,723355,0,160062,0,,,,,
5/20/21,6023,20,Humboldt County,CA,39.9,54022,54022,45.5,53229,48.4,17947,71.2,97.1,64627,47.7,64597,54.5,63097,57.4,20424,81.1,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/20/21,6047,20,Merced County,CA,22.9,63648,63620,28.4,62834,32,18075,57.1,97.1,94624,34.1,94528,42.1,92103,46.9,24927,78.8,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/20/21,6013,20,Contra Costa County,CA,51.8,597179,597163,60.4,581984,65,156638,83.4,97.1,684454,59.3,683585,69.2,652854,73,169124,90.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/20/21,6103,20,Tehama County,CA,23,14951,14951,27.2,14824,29.9,6288,49.2,97.1,18320,28.1,18319,33.3,18088,36.5,7378,57.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/20/21,6093,20,Siskiyou County,CA,32.2,14032,14032,37.1,13957,40.1,6828,60,97.1,17253,39.6,17248,45.6,17036,48.9,8151,71.6,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6033,20,Lake County,CA,35.3,22754,22753,41.2,22651,44.6,9787,65.9,97.1,26994,41.9,26988,48.9,26750,52.7,10852,73.1,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6057,20,Nevada County,CA,38.7,38650,38645,43.5,38086,46,16777,59.3,97.1,48136,48.3,48084,54.1,46727,56.4,19646,69.4,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/20/21,6035,20,Lassen County,CA,22.4,6845,6845,25.3,6830,27,2983,63,97.1,7958,26,7957,29.4,7892,31.2,3298,69.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/20/21,6031,20,Kings County,CA,21.2,32368,32368,26,31846,28.5,7943,49.6,97.1,43599,28.5,43568,34.9,42525,38.1,9745,60.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/20/21,6007,20,Butte County,CA,33,72231,72230,38.1,71354,40.8,26073,64.8,97.1,86286,39.4,86253,45.4,84764,48.5,30326,75.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/20/21,6095,20,Solano County,CA,36.4,163150,163146,42.7,160820,46.1,49269,67.3,97.1,222604,49.7,222332,58.2,215242,61.6,60046,82.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/19/21,6045,20,Mendocino County,CA,41.7,36147,36133,48.4,35649,52.1,14145,70.6,97.1,42597,49.1,42542,57,41477,60.6,15826,79,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
5/19/21,6015,20,Del Norte County,CA,23.8,6608,6608,27.5,6540,29.7,2833,55.3,97.1,8078,29,8076,33.7,7974,36.3,3315,64.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/19/21,6001,20,Alameda County,CA,49.8,832801,832750,57.7,815763,61.3,187354,78.5,97.1,1025845,61.4,1024679,71,987433,74.2,210186,88,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/19/21,6091,20,Sierra County,CA,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/19/21,6011,20,Colusa County,CA,29.8,6413,6412,36.1,6370,40.6,2012,62.6,97.1,8733,40.5,8730,49.2,8610,54.8,2483,77.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/19/21,6029,20,Kern County,CA,26.9,242366,242350,33.3,237337,37,64104,63.4,97.1,300675,33.4,300490,41.3,291655,45.5,75470,74.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/19/21,6023,20,Humboldt County,CA,39.7,53772,53772,45.3,52987,48.2,17916,71.1,97.1,64342,47.5,64313,54.2,62892,57.2,20404,81,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
